reg_no,facility_name,facility_type,facility_agent,level,county
3184,SUNRAYS MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
3198,WANKAM MEDICAL CENTRE,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
3207,GARDEN PARK MEDICAL CENTRE,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
3243,KARIA MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
3272,FAIRY CLINIC HADITHI PLANTS LTD,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
3301,THE AGA KHAN UNIVERSITY HOSPITAL KIKUYU CLINIC,MEDICAL CENTRE,Private,LEVEL 3A,KIAMBU
3367,GLORY MEDICAL CLINIC JUJA,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
3453,COMPLETE CARE HEALTH SERVICES,HEALTH CENTRE,Private,LEVEL 3B,KIAMBU
3486,MAXX DENTAL SERVICES,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
3536,ST OLIVIA HEALTH CARE,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
3560,GALAXY MEDICARE CONSULTANTS LTD,MEDICAL CENTRE,Private,LEVEL 3A,KIAMBU
3655,ST. TERESA HOSPITAL KIAMBU,HOSPITAL LEVEL 4,Private,LEVEL 4,KIAMBU
3658,PREMIER MEDICAL CENTRE- KIKUYU,NURSING HOME,Private,LEVEL 3B,KIAMBU
3662,JORGS ARK CENTRE,NURSING HOME,Private,LEVEL 3B,KIAMBU
3669,ALESTACARE MEDICAL CENTRE,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
3746,JACARANDA HEALTH LTD,MATERNITY HOME,Private,LEVEL 3B,KIAMBU
3753,THE AGA KHAN UNIVERSITY HOSPITAL JUJA CLINIC,MEDICAL CENTRE,Private,LEVEL 3A,KIAMBU
3773,THE AGA KHAN UNIVERSITY HOSPITAL RIDGEWAYS CLINIC,MEDICAL CENTRE,Private,LEVEL 3A,KIAMBU
3816,ST ANN MEDICAL CENTRE,MEDICAL CENTRE,Private,LEVEL 3A,KIAMBU
3830,GOOD SAMARITAN MEDICAL CENTRE GITHUNGURI,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
3843,THE AGA KHAN UNIVERSITY HOSPITAL RUAKA CLINIC,MEDICAL CENTRE,Private,LEVEL 3A,KIAMBU
3869,NEEMA HOSPITAL,FAITH BASED LEVEL 4,Private,LEVEL 4,KIAMBU
3899,GUARDIAN DENTAL CLINIC RUAKA,DENTAL CLINIC,Private,LEVEL 2,KIAMBU
3906,ST MARYS MISSION INTERNATIONAL,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
3933,ZACKII MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
3973,ELIAS MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
3983,NOPRI MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
4014,IMMANUEL MEDICAL CLINIC- KIMENDE,MATERNITY HOME,Private,LEVEL 3B,KIAMBU
4025,ROYAL SMILES DENTAL CLINIC LTD,DENTAL CLINIC,Private,LEVEL 2,KIAMBU
4038,KIMBO HEALTH CARE CENTRE,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
4056,ST. ANN HOSPITAL GATHANGA,HEALTH CENTRE,Private,LEVEL 3B,KIAMBU
4059,TUMAINI MEDICAL CLINIC TINGANGA,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
4068,ROMKAN MEDICAL CENTRE,NURSING HOME,Private,LEVEL 3B,KIAMBU
4073,CARITAS COMMUNITY HOSPITAL,HOSPITAL LEVEL 4,Private,LEVEL 4,KIAMBU
4098,GITARU MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
4105,AFYA JUJA CLINIC,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
4229,BENMA HEALTHCARE CENTRE,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
4248,FOCUS MEDICAL HEALTH CARE,NURSING HOME,Private,LEVEL 3B,KIAMBU
4290,HOPKINS MEDICAL CENTRE,MEDICAL CENTRE,Private,LEVEL 3A,KIAMBU
4321,MEDIZONE MEDICAL CENTRE,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
4323,COSMOS MEDICAL CLINIC KIAMBU,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
4429,SAWA SAWA HEALTH SERVICES,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
4438,NDENDERU HEALTH SERVICES,MEDICAL CENTRE,Private,LEVEL 3A,KIAMBU
4440,RUIRU FAMILY CLINIC,MEDICAL CENTRE,Private,LEVEL 3A,KIAMBU
4461,GREATMED MEDICAL CENTRE,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
5138,MEDIANTO CLINIC,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
5270,NDUMBERI CLINICAL SERVICES,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
5414,MURERA MEDICAL CENTRE,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
5504,LIMURU COTTAGE HOSPITAL,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
5594,KWAMAIKO MEDICAL HEALTH CLINIC,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
5687,HOLY TRINITY HUDUMA CLINIC JUJA,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
5699,NAIROBI SPINE AND ORTHOPAEDIC CENTRE,MEDICAL CENTRE,Private,LEVEL 3A,KIAMBU
5703,AFYA MEDICAL CLINIC DAGORETTI MARKET,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
5726,AAR HEALTHCARE (K) LTD RUAKA OUTPATIENT CENTRE,MEDICAL CENTRE,Private,LEVEL 3A,KIAMBU
5756,NDONYERO TRINITY MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
5862,LIFESPAN MEDICAL CENTRE,MEDICAL CENTRE,Private,LEVEL 3A,KIAMBU
5868,STALENT INTERGRATED MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
5888,ROYALMED MEDICAL CLINIC,MEDICAL CENTRE,Private,LEVEL 3A,KIAMBU
5896,MICAH PRECIOUS MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
6075,GOSHEN HEALTH SERVICES,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
6218,SETH MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
6229,MEDWAY DIAGNOSTIC AND MEDICAL CENTRE,MEDICAL CENTRE,Private,LEVEL 3A,KIAMBU
6234,ULTIMATE DENTAL CENTRE,DENTAL CLINIC,Private,LEVEL 2,KIAMBU
6247,THIKA EYECARE LIMITED,EYE CLINIC,Private,LEVEL 2,KIAMBU
6265,CARE TECH MEDICAL LIMITED,NURSING HOME,Private,LEVEL 3B,KIAMBU
6363,THE LIFELINE GROUP OF HOSPITALS LIMITED KAHAWA WEN,HOSPITAL LEVEL 4,Private,LEVEL 4,KIAMBU
6459,NKUBU JAMII MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
6495,THIKA DIGESTIVE DISEASES CLINIC LTD,MEDICAL CENTRE,Private,LEVEL 3A,KIAMBU
6523,COMPLETE CARE DENTAL SERVICES LTD,DENTAL CENTRE,Private,LEVEL 3A,KIAMBU
6552,CAREMAX HEALTH LIMITED,MEDICAL CENTRE,Private,LEVEL 3A,KIAMBU
6560,MEDICROSS CLINIC JUJA MALL,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
6714,PRINCE ALVIN MEDICAL CENTRE,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
6883,KIAMBU DIAGNOSTIC IMAGING SERVICES LIMITED,MEDICAL CENTRE,Private,LEVEL 3A,KIAMBU
6915,BLISS HEALTHCARE LIMITED THIKA,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
6943,ORTHOPAEDIC AND TRAUMA INSTITUTE LIMITED,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
6960,THIKA HEART CENTRE LIMITED,MEDICAL CENTRE,Private,LEVEL 3A,KIAMBU
7017,ZETECH COLLEGE LIMITED,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
7120,CHAKA MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
7163,SILVER DENTAL AND MEDICAL CENTRE,MEDICAL CENTRE,Private,LEVEL 3A,KIAMBU
7188,HOPE EASTWARDS MEDICAL SERVICES KIKUYU,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
7204,MARK TUMAINI MEDICAL CENTRE,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
7218,THE INTERNATIONAL CLINIC LIMITED,MEDICAL CENTRE,Private,LEVEL 3A,KIAMBU
7296,VIMAK DENTAL CENTRE THIKA,DENTAL CENTRE,Private,LEVEL 3A,KIAMBU
7301,GATES OF HOPE FAMILY MEDICARE CENTRE,NURSING HOME,Private,LEVEL 3B,KIAMBU
7332,JUJA MODERN HOSPITAL,NURSING HOME,Private,LEVEL 3B,KIAMBU
7341,EQUITY AFIA MEDICAL CENTRE THIKA,MEDICAL CENTRE,Private,LEVEL 3A,KIAMBU
7377,THE FOCUS HOSPITAL LIMITED,HOSPITAL LEVEL 4,Private,LEVEL 4,KIAMBU
7414,JOTRAM MEDICAL CENTER,NURSING HOME,Private,LEVEL 3B,KIAMBU
7434,GRACE HOME CLINIC BANANA HILL,MEDICAL CENTRE,Private,LEVEL 3A,KIAMBU
7445,DR RAVI SHARMA CLINIC,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
7461,BOORES MEDICAL CENTRE,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
7487,STARSHINE MEDICAL CENTRE,MEDICAL CENTRE,Private,LEVEL 3A,KIAMBU
7505,PRECISION COUNSELLING AND REHAB HOME,NURSING HOME,Private,LEVEL 3B,KIAMBU
7552,MATUMAINI HEALTH SERVICES,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
7567,MWAMTO MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
7570,OLIVE MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
7577,KAREN END MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
7735,PENDA MEDICAL CENTRE GITHURAI 45,MEDICAL CENTRE,Private,LEVEL 3A,KIAMBU
7744,AFYACARE HEALTH SERVICES,MEDICAL CENTRE,Private,LEVEL 3A,KIAMBU
7820,ST MARYS HOLISTIC MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
7912,KIANDUTU DENTAL CLINIC,DENTAL CLINIC,Private,LEVEL 2,KIAMBU
8072,OAKWOOD HOSPITAL LIMITED,HOSPITAL LEVEL 4,Private,LEVEL 4,KIAMBU
8163,ARISE HOSPITAL,NURSING HOME,Private,LEVEL 3B,KIAMBU
8780,KABETE GARDENS HOSPITAL,HOSPITAL LEVEL 4,Private,LEVEL 4,KIAMBU
8827,SOWER MEDICAL CARE,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
11297,BLISS  HEALTHCARE GITHURAI,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
13963,MAC DENTAL LIMITED,DENTAL CLINIC,Private,LEVEL 2,KIAMBU
13978,THE AGA KHAN UNIVERSITY HOSPITAL THIKA CLINIC,MEDICAL CENTRE,Private,LEVEL 3A,KIAMBU
14255,IVORY HEALTH SOLUTIONS LIMITED GITHUNGURI,MEDICAL CENTRE,Private,LEVEL 3A,KIAMBU
14366,MEDICROSS ANANAS,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
14369,IMANI MAKONGENI MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
14391,KENYA NUT DISPENSARY,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
14417,DR. KAHANGARA DENTAL CLINIC,DENTAL CLINIC,Private,LEVEL 2,KIAMBU
14450,KENYA NUT MEDICAL CLINIC KIBOKO,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
14551,ST FRANCIS HEALTH SERVICES KAHAWA SUKARI,NURSING HOME,Private,LEVEL 3B,KIAMBU
14608,MEDWIN MEDICAL CENTRE,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
14610,PRISTINE HOSPITAL LIMITED,HOSPITAL LEVEL 4,Private,LEVEL 4,KIAMBU
14624,LIMURU COTTAGE HOSPITAL KENTMERE ANNEX,COTTAGE HOSPITAL,Private,LEVEL 3B,KIAMBU
14635,PLAINSVIEW NURSING HOME LTD,HOSPITAL LEVEL 4,Private,LEVEL 4,KIAMBU
14655,JAMUHURI AFYA ORTHOPAEDIC AND LABORATORY SERVICE,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
14733,MATHIGU ROAD MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
14775,TOP CHOICE DENTAL CARE,DENTAL CLINIC,Private,LEVEL 2,KIAMBU
14796,BLISS  HEALTHCARE LIMITED KIAMBU,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
14800,MATANGI HEALTH YOU CLINIC,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
14825,MEDICATION THERAPY MANAGEMENT LIMITED (MTM),MEDICAL CENTRE,Private,LEVEL 3A,KIAMBU
14828,GATUKUYU WENDANI COMMUNITY HOSPITAL,NURSING HOME,Private,LEVEL 3B,KIAMBU
14830,ST. PETER AND ANN MEDICAL CENTRE RUAKA,HOSPITAL LEVEL 4,Private,LEVEL 4,KIAMBU
14831,PRIMAX FAMILY DENTAL,DENTAL CLINIC,Private,LEVEL 2,KIAMBU
14846,THE KAREN HOSPITAL LTD THIKA,MEDICAL CENTRE,Private,LEVEL 3A,KIAMBU
14850,THE OAK HEALTHCARE LTD,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
14861,BOSKEM MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
14869,PLAN MED HEALTH SERVICE LIMITED,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
14877,THE GARDEN OF SILOAM MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
14900,FAITH MEDICAL CLINIC - NDUMBERI,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
14915,ST MARY MOTHER & CHILD HOSPITAL,HOSPITAL LEVEL 4,Private,LEVEL 4,KIAMBU
14955,EBENEZER INTERGRATED HEALTH SERVICES,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
15067,PREMIER MEDICAL CENTRE- KINOO,MEDICAL CENTRE,Private,LEVEL 3A,KIAMBU
15112,BLESSED TALBOT MEDICAL CENTRE LTD,SPECIALIZED TREATM,Private,LEVEL 4B,KIAMBU
15157,NOMAD DENTAL CENTRE THIKA,DENTAL CLINIC,Private,LEVEL 2,KIAMBU
15235,DENTAL HOUSE LIMITED,DENTAL CENTRE,Private,LEVEL 3A,KIAMBU
15249,ZAWENA TREATMENT CENTRE,NURSING HOME,Private,LEVEL 3B,KIAMBU
15344,ALIKA MEDICAL CLINIC & HOME BASED CARE,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
15352,ACUTEST HOSPITALS,MEDICAL CENTRE,Private,LEVEL 3A,KIAMBU
15355,WINNELLIS MEDICARE COMPANY LTD,MEDICAL CENTRE,Private,LEVEL 3A,KIAMBU
15421,JOY TOPS MEDICARE CENTRE,MEDICAL CENTRE,Private,LEVEL 3A,KIAMBU
15443,SOLO MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
15471,GENERAL KAGO MEDICAL CENTRE,MEDICAL CENTRE,Private,LEVEL 3A,KIAMBU
15476,THIKA NURSING HOME HOSPITAL,Hospital Level 5,Private,LEVEL 5,KIAMBU
15479,ST PETERS ORTHOPEDICS AND SURGICAL SPECIALITY CENT,Hospital Level 5,Private,LEVEL 5,KIAMBU
15526,LIMURU VALLEY-MED DIAGNOSTIC CENTER LIMITED,NURSING HOME,Private,LEVEL 3B,KIAMBU
15681,LIASAM DENTAL CLINIC,DENTAL CLINIC,Private,LEVEL 2,KIAMBU
15711,CUREPARK MODERN HOSPITAL LIMITED,NURSING HOME,Private,LEVEL 3B,KIAMBU
15744,XILVA MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
15770,THIKA EYE CENTRE LIMITED,EYE CLINIC,Private,LEVEL 2,KIAMBU
15805,LAVEEN HEALTH SERVICES LIMITED,MEDICAL CENTRE,Private,LEVEL 3A,KIAMBU
15824,SPARKLE DENTAL CARE LTD,DENTAL CLINIC,Private,LEVEL 2,KIAMBU
15837,CITIMED FAMILY HEALTH CLINIC,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
15865,PROACTIVE DENTAL CENTRE LTD,DENTAL CLINIC,Private,LEVEL 2,KIAMBU
15866,MOUNT TABOR MEDICAL CENTRE LTD,MEDICAL CENTRE,Private,LEVEL 3A,KIAMBU
15882,WONDERPEACE WELLNESS CENTER LIMITED,NURSING HOME,Private,LEVEL 3B,KIAMBU
15893,LIFETIME WELLNESS CENTRE,NURSING HOME,Private,LEVEL 3B,KIAMBU
15955,PRIME MEDICAL SERVICES LIMITED,MEDICAL CENTRE,Private,LEVEL 3A,KIAMBU
15972,HOPEMED ENTERPRISE HEALTHCARE,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
15978,SAN GEORGE MEDICAL CENTRE,MEDICAL CENTRE,Private,LEVEL 3A,KIAMBU
15983,SPRINGS HERITAGE NURSING HOME,MEDICAL CENTRE,Private,LEVEL 3A,KIAMBU
16047,EQUITY AFIA JUJA,MEDICAL CENTRE,Private,LEVEL 3A,KIAMBU
16062,EQUITY AFIA EASTERN BY-PASS,MEDICAL CENTRE,Private,LEVEL 3A,KIAMBU
16115,KIAMBU SPECIALIST DOCTORS PLAZA LIMITED,MEDICAL CENTRE,Private,LEVEL 3A,KIAMBU
16122,FIRENZE NURSING HOME LIMITED,HOSPITAL LEVEL 4,Private,LEVEL 4,KIAMBU
16143,MIRROR CARE MEDICAL CENTRE,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
16171,RONGAI IMANI MARKET HEALTH CLINIC,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
16172,LAMED DENTAL CARE,DENTAL CENTRE,Private,LEVEL 3A,KIAMBU
16215,ALDER MEDICAL CENTRE,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
16230,THE RAPHAELITES LIMITED,NURSING HOME,Private,LEVEL 3B,KIAMBU
16246,ELIMA CARE MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
16266,HOPE MEDICAL SERVICES,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
16346,CARE AND CURE HEALTH SERVICES LIMITED THIKA,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
16350,WORLDWAYSONE JAMII HEALTHCARE,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
16351,ORBIMICHEAL DENTAL CLINIC,DENTAL CLINIC,Private,LEVEL 2,KIAMBU
16368,NEOPIONEER HEALTH CLINIC,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
16371,APEX SPECIALIST AND DIAGNOSTIC CENTER LIMITED,MEDICAL CENTRE,Private,LEVEL 3A,KIAMBU
16378,ST.JUDE MEDICARE NDUMBERI,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
16388,SALAMA AMPOULE HEALTHCARE,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
16393,WENDANI OUTPATIENT MEDICAL CENTRE,MEDICAL CENTRE,Private,LEVEL 3A,KIAMBU
16408,MARTIM MEDICAL SERVICES,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
16418,THE GYNO SOLUTIONS CENTER LIMITED,SPECIALIZED TREATM,Private,LEVEL 4B,KIAMBU
16438,MAYAN LIFE STYLE CHEMISTS AND MEDICAL CENTRE,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
16596,ST MARK PHYSICIANS MEDICAL CENTRE,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
16622,WYDCURE AFYABORA JUJA MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
16655,MURERA LIFEZONE CLINIC,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
16661,IMALEX MEDICAL CENTRE,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
16689,ST.ANNE MEDICAL CLINIC-MUNDORO,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
16690,SUWEMA MEDICARE,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
16714,ALFA HEALTHCARE MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
16755,LIFE POINT HOSPITAL,HOSPITAL LEVEL 4,Private,LEVEL 4,KIAMBU
16782,VENIC FAMILY HEALTH CLINIC,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
16788,THE NAIROBI HOSPITAL-KIAMBU,MEDICAL CENTRE,Private,LEVEL 3A,KIAMBU
16804,JOHN SONZ MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
16834,EQUITY AFIA MEDICAL CENTRE RUIRU,MEDICAL CENTRE,Private,LEVEL 3A,KIAMBU
16875,DAWAMU MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
16883,HEART OF HOPE MEDICAL CENTRE,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
16892,JAMII HEALTH CARE,MEDICAL CENTRE,Private,LEVEL 3A,KIAMBU
16931,KITUSURU MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
17031,MOUNT ELGON ENDOSCOPY CENTRE LIMITED,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
17032,JOETON MEDICAL CLINIC RUAKA,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
17082,DOVE MENTAL HEALTH HOSPITAL,NURSING HOME,Private,LEVEL 3B,KIAMBU
17098,BWC INTERNATIONAL GATAMAIYU CLINIC,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
17150,MUTHURE WELLNESS HEALTH SERVICES,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
17173,AVENUE HOSPITAL THIKA,HOSPITAL LEVEL 4,Private,LEVEL 4,KIAMBU
17182,EQUITY AFIA LIMITED KIKUYU,MEDICAL CENTRE,Private,LEVEL 3A,KIAMBU
17231,BENAKIM MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
17237,GITIHAJUNCT MEDICAL SERVICES,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
17256,ST. MARGARET DENTAL CARE AND LABORATORY SERVICES,DENTAL CENTRE,Private,LEVEL 3A,KIAMBU
17275,CASCARE ANNEX MEDICAL CENTRE,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
17306,IMPACT HEALTH SOLUTIONS LTD,NURSING HOME,Private,LEVEL 3B,KIAMBU
17337,WARAZO MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
17358,BROOK HEALTH CLINIC,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
17374,PENTA TANCOM LIMITED NDARUGU CLINIC,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
17384,MEDI-HUB HEALTHCARE LIMITED,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
17431,SHAMATA COMMUNITY MEDICAL CENTRE,MEDICAL CENTRE,Private,LEVEL 3A,KIAMBU
17459,MUGUTHA SDA DISPENSARY,FAITH BASED DISPEN,Private,LEVEL 2,KIAMBU
17480,NENO OPTICIANS LIMITED,EYE CLINIC,Private,LEVEL 2,KIAMBU
17519,ACCUCARE CLINIC AND HOME BASED NURSING,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
17526,MAIN GATE HEALTH SERVICES,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
17531,THIKA SAM\'S NURSING HOME LIMITED,NURSING HOME,Private,LEVEL 3B,KIAMBU
17538,ST MARK PHYSICIANS MEDICAL CENTRE - NGEWA,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
17541,SAINT BRIDGET HOSPITAL LTD,Hospital Level 5,Private,LEVEL 5,KIAMBU
17545,SHALOM JOYCARE CLINIX LTD,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
17618,IMANI CANCER CARE LIMITED,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
17641,SARSAM MEDICAL CENTER,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
17643,ST PATRICKS OPTICAL AND EYE CLINIC LTD,EYE CLINIC,Private,LEVEL 2,KIAMBU
17645,EASTEND DENTAL CLINIC RUIRU,DENTAL CLINIC,Private,LEVEL 2,KIAMBU
17650,EYEMATE LTD,EYE CLINIC,Private,LEVEL 2,KIAMBU
17691,KAMENU MEDICAL CENTRE,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
17707,NEXTCARE DENTAL STUDIO,DENTAL CLINIC,Private,LEVEL 2,KIAMBU
17718,KENAI SPINE AND ORTHOPAEDICS CENTRE,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
17727,ADONAI VILLAGE HEALTH CARE,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
17794,MERCYLITE HOSPITAL LTD,NURSING HOME,Private,LEVEL 3B,KIAMBU
17795,IKON DENTAL CLINIC,DENTAL CLINIC,Private,LEVEL 2,KIAMBU
17832,DAIMA LIFECARE MEDICAL CENTRE,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
17836,FLOPA MEDICAL CENTRE,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
17843,GOODMAN MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
17873,EQUITY AFIA MEDICAL CENTER-KIAMBU,MEDICAL CENTRE,Private,LEVEL 3A,KIAMBU
17879,HEALPARK MEDICAL SOLUTIONS,MEDICAL CENTRE,Private,LEVEL 3A,KIAMBU
17913,HOPEHEAL MEDICAL CENTRE,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
17922,ST. MARYS MOTHER & CHILD MEDICAL CENTRE LIMITED-RUI,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
17934,MARANATHA RESTORATION HOMES LIMITED,MEDICAL CENTRE,Private,LEVEL 3A,KIAMBU
17948,BEACON CHILDREN\'S CENTRE,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
17957,HIGHCURE MEDICAL CENTRE LIMITED,MEDICAL CENTRE,Private,LEVEL 3A,KIAMBU
17967,MASKAN MEDICAL CENTRE,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
17980,MARK TUMAINI MEDICAL CENTRE - KIRURA,MEDICAL CENTRE,Private,LEVEL 3A,KIAMBU
17982,PROGRESSIVE LOFTY HEALTH CENTRE,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
18041,GITHIRIONI MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
18055,LIFE POISE HOSPITAL LTD,NURSING HOME,Private,LEVEL 3B,KIAMBU
18108,DAIMAH MED CENTRAL DARACHA,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
18115,PENDOPOINT MEDICARE CENTRE,MEDICAL CLINIC,Private,LEVEL 2,KIAMBU
18118,EMORY HOSPITAL LIMITED,HOSPITAL LEVEL 4,Private,LEVEL 4,KIAMBU
