Provider,AMOUNT
SCION MEDICAL CENTRE MWIKI LIMITED,80640
SEASIDE MEDICAL FACILITY AND NURSING HOME,448000
Seaside Nursing Home,70000
SECOND TO NONE HOSPITAL LIMITED,598080
Sega Mission Hospital,520720
SEKA HEALTH CENTRE,28960
SELACARE HEALTH SERVICES,1939360
Sena Level 4 Hospital,628320
Sengera Health Centre (Gucha),113040
SENGERA MISSION HEALTH CENTRE,4480
Senye Medical Center,519440
Serem Health Centre,1253440
Serem Health Centre (Nandi South),40000
SEREM HEALTH CENTRE(NANDI SOUTH),20000
SERENOVA HOSPITAL LIMITED,64960
SEREWO HEALTH CENTRE,83440
SHAAFI NURSING HOME LTD,1352960
SHAAFICI NURSING HOME LIMITED,322560
SHABAHA CANCER CENTER,6121270
SHAFEEN MEDICARE,692160
SHAFEEN MEDICARE LIMITED,13440
Shaffi Hospital Limited,488320
shafin medical centre,695520
SHAFIN MEDICARE LIMITED,30240
SHAFLIN MEDICAL CLINIC,10000
SHAFSHAFEY HEALTH CENTRE,322640
SHAFSHAFEY NURSING HOME,732480
Shalom Community Hospital (Athi River),1882440
SHALOM HOSPITAL,2900370
SHALOM RERU CLINIC,297920
Shamaal Hospital,4997380
SHAMAAL HOSPITAL-BANISA LIMITED,946000
SHAMAAL HOSPITAL-TAKABA LIMITED,1546720
Shamakhokho Neema medical clinic,11200
Shamata Health Centre,20000
Shamberere Health Centre,10000
Shammah Nursing Home,425600
SHAMMAH NURSING HOME LIMITED,24640
SHAMSU HEALTHCARE LIMITED,6720
Shangia Dispensary,20000
Shanta Abaq Health Centre,45680
Shantaabaq Health Centre (Lagdera),50000
SHAWAAL NURSING HOME,365120
Shawal Nursing Home,324800
SHEIKHBAROW NURSING HOME LIMITED,1433600
Sheletey Nursing Home Limited,1527680
SHELLY BEACH HOSPITAL,1826640
SHEPHER LIFECARE MEDICAL CENTER,134400
SHEWA MEDICAL CLINIC LIMITED,112000
SHEYWE COMMUNITY HOSPITAL LTD,984320
Shianda Dispensary,20000
SHIBWE SUB-COUNTY HOSPITAL,322160
SHIFA TAQWA HOLDINGS LIMITED,11200
Shifa Taqwa Medical Centre,141120
SHIFAA NURSING HOME,181440
SHIFAH HOSPITAL AND DIALYSIS CENTRE LTD,197800
Shikunga Health Centre,40000
SHIMBIR FATUMA HEALTH CENTRE,10000
SHIMBIR FATUMA NURSING HOME LTD,239680
SHIMBIR MILANO NURSING HOME,221760
SHIMBIR MILANO NURSING HOME LIMITED,255360
Shimbirfatuma Nursing HOME,400640
Shimo La Tewa Annex Dispensary (GK Prison),10000
Shimo-La Tewa Health Centre (GK Prison),30000
SHINYALU HEALTH CENTRE,10000
SHINYALU MODEL HEALTH CENTRE,16720
Shiraha Health Centre,49280
Shiru Health Centre,40000
SHISESO MODEL HEALTH CENTRE,52240
Shivanga Health Centre,28960
SHOMPOLE DISPENSARY,10000
SHUBWARABE NURSING HOME LIMITED,2027200
SIAYA COUNTY REFERRAL HOSPITAL,8434390
Siaya Medical Centre,1717400
SIBUOCHE MATERNITY AND NURSING HOME,515200
Sidai Baare Medical Clinic,44800
SIFUYO HEALTH CENTRE,10000
SIGMA MEDICAL CENTRE KIANYAGA,642880
Sigomere Subcounty Hospital,234560
SIGOR SUB-COUNTY HOSPITAL,78400
SIGOR SUB-COUNTY HOSPITAL_,78400
Sigor Sub-District Hospital,348720
Sigowet Sub County Hospital,341710
SIGOWET SUB-COUNTY HOSPITAL,1803760
SIHA MEDICAL HOME LIMITED MPEKETONI,318400
Siha Medical Home Limited(Mpeketoni),1257200
SIKALAME DISPENSARY,20000
SIKH TEMPLE MAKINDU HOSPITAL,15680
SIKOTIA MEDICAL CENTER,129920
Sikulu Health Centre,8960
Sikusi Dispensary,90000
Silent Hill Medical,387120
Silibwet Health Centre (Nyandaruawest),40000
SILKA MEDICAL CENTRE,94080
SILOAM APPEX MEDICAL CENTRE,53760
SILOAM HOSPITAL LIMITED,7360130
Siloam Hospital LTD Bomet,164560
SilverCare Medical Clinic LTD,4110160
Silvercrest Medicare Hospital (Kirinyaga),1139040
SIMAHO MCH/FP CLINIC,85120
Simbiri Nanbell Health Centre,64960
Simotwo Dispensary (Keiyo),10000
SIMRAN MEDICAL CENTER,134400
SIMSIM HEALTHCARE LIMITED,846720
Sinai hospital,159600
SINAI HOSPITAL RONGAI LTD,246400
Sino Health Centre,105280
SINOKO SUB COUNTY HOSPITAL,8960
Sio Port Sub County Hospital,130000
Siongiroi Health Centre,81200
SIPILI MATERNITY AND NURSING HOME,33900
Sipili Maternity and Nursing Home (Ol-Moran),460240
SIPILI MATERNITY AND NURSING HOME ANNEX,155600
SIREMBE DISPENSARY,10000
SIRIBA NURSING HOME,4044880
Sirisia Sub County Hospital,260880
SIRUTI DISPENSARY,30000
Sisit Medical Services,154560
Sismexy Diagnostic and Medical Centre,203840
Sister Freda Medical Centre,113120
SISTER FREDAS MEDICAL CENTRE,187040
SISTERS OF ST. JOSEPH DISPENSARY MIVUMONI,20000
Sisto Mazoldi Dispensary (Rongai),498880
SISTO MAZZOLDI HOSPITAL,547080
SIU DISPENSARY,10000
SKOVIC HEALTH CARE SERVICES LTD - KOPSIRO,602560
Slenmal Care Centre,35840
Smart Healthcare Maai Mahiu,17920
Soal Medical Centre,96320
SOBA RIVER HEALTH CENTRE,60000
SOGLE NURSING HOME,1190560
Sogoo Health Centre,20000
Soin sub county hospital,33440
SOLAYA MEDICAL CENTER LIMITED,633920
Solaya medical centre,468160
SOLOH HOSPITALS LTD,647360
SOLOLO CATHOLIC MISSION HOSPITAL,97200
Sololo Mission Hospital,33600
SOLOTA NURSING HOME LIMITED,1865920
SOMCARE HOSPITAL LTD,4086420
Sonak Community Medical Centre,1564560
SONDU HEALTH CENTRE,30000
SONGOT MEDICAL CENTER LIMITED,150080
SONGOT MEDICAL CENTRE LIMITED,11200
SORI LAKESIDE HOSPITAL,2755474
Sori Lakeside Hospital Annex-Nyatike,743680
SORI LAKESIDE HOSPITAL- NDHIWA,192640
SORI LAKESIDE HOSPITAL -SINDO BRANCH,78400
Sori Lakeside Nursing and Maternity Home,1612120
Sosiot Health Centre,80000
Sosoni Dispensary,40000
SOTIK HEALTH CENTRE,30000
SOUTH C DIALYSIS CENTRE LIMITED,1544250
SOUTH C DIALYSIS CENTRE LTD,31950
SOUTH NGARIAMA DISPENSARY,10000
SOUTH WAY MEDICAL CENTER LIMITED,2929920
SOUTHGATE MEDICAL CENTRE,2011520
Southherbs nursing home limited,1475360
SOUTHRIFT HOSPITAL LIMITED,1892310
Spa Nursing Home,43600
SPERANSA HEALTH CARE LIMITED,29120
Speransa Health Care Limited -Borabu,338240
Spica's Medical Centre,189600
Spring Heritage Nursing Home,33440
SPRINTLIGHT HOSPITAL LIMITED,385280
St Akidiva Memorial Hospital,479920
ST ANGELA MEDICAL CENTRE,652560
ST ANTHONYS KIBABII HEALTH CENTRE,777520
St Antony's Abossi Health Centre,191280
St Bakhita Mission,85840
ST BAKHITAS MISSION HEALTH FACILITY,4480
ST BRIDGIT KALEMUNYANG DISPENSARY,10000
ST CATHERINE\\'S ICHUNI MISSION HOSPITAL,1345140
ST CATHERINE'S ICHUNI MISSION HOSPITAL,316560
St Charles Lwanga Health Centre,44800
ST CHRISTOPHERS DAMA COMMUNITY MEDICAL CE,42560
St Clare Bolo Health Centre,160080
St Clare Health Centre,24640
St Clare Medical Clinic,91520
St Consolata Clinic,201600
ST CORNEL MEDICAL CENTRE SAMBURU,103040
St Damiano Mission Hospital,221440
St Elizabeth Chiga Health Centre,298800
St Elizabeth Lorugum Health Centre,370640
St Elizabeth Lwak Mission Health Centre,135440
ST Elizabeth Swindon Clinic,71520
ST GABRIEL HOSPITAL LIMITED,697620
ST GALLEN ONCOLOGY NETWORK,4590504
ST JAIRUS HOSPITAL,157840
St James Life Care Hospital,231760
St James Memorial Medical Clinic,42560
St Jane Nursing Home,175500
St John Hospital,1436260
St Joseph Catholic Dispensary (Ruiru),20000
St Joseph Hospital,275120
St Joseph Mission Hospital,323070
ST JOSEPH SHELTER OF HOPE MISSION HOSPITAL,376680
St Joseph W Dispensary (Westlands),50000
St Joseph's Amukura Mission Health Centre,210240
St Joseph's Health Centre (Dagoretti),20000
ST JOSEPH'S NYANSIONGO HEALTH CENTRE,795760
St Joseph's Shelter of Hope,1568240
St Jude Medical Care,31360
St Jude Thaddeus Medical Clinic,156320
ST LUCIA MEDICAL CENTRE BUOYE,1535520
St Luke's (ACK) Nursing home Kaloleni,10000
St Lukes Cottage Hospital,54800
St Lukes Orthopaedic and Trauma Hospital,4511410
ST LUKES ORTHOPAEDIC AND TRAUMA HOSPITAL UA,8364590
ST MARK ORTHODOX HEALTH CENTER LIMITED,66000
ST MARY KACHUNGO BEST MEDICAL CLINIC AND LA,143360
ST MARY MISSION HEALTH CENTRE CHELELEMUK,32400
St Mary's Health Centre (Mbita),109760
St Michael Nursing Home,231599
St Monica Oboke,266560
St Monica Rapogi Hospital,183520
St Monicah Dispensary Mwengenye,10000
ST MOTHER TERESA HEALTH CARE,44800
St Mulumba Mission Hospital,20160
ST NEWFREB HOSPITAL LIMITED,181440
St Orsola Mission Hospital,33600
ST PAUL MISSION HOSPITAL,1014240
ST PAULS EMUSONGA MEDICAL CENTRE,304640
St Paul's Hospital,43680
St Pius Musoli Health Centre,73920
ST RAPHAEL DISPENSARY,50000
St Rose Nyamindi Medical Care,91840
St Teresa Nursing Home,87120
St Theresa Dispensary,20000
St Thomas Maternity,211600
St Thomas Maternity Hospital - Ferry Branch,162320
St Vincents De Paul Health Centre,167840
ST. AGNES HEALTH CLINIC,189200
ST. AKIDIVA MEMORIAL HOSPITAL,1366160
ST. AKIDIVA MINDIRA HOSPITAL MABERA,2636800
ST. ANDREWS MEDICAL CLINIC,208320
ST. ANNES IGOJI,5165850
ST. ANNE'S NYANGOMA HEALTH CENTRE,306880
ST. ANTHONY CATHOLIC HOSPITAL,654240
ST. ANTHONY HEALTH CENTRE LEMEK,171360
ST. ANTHONYS HEALTH CENTRE ABOSSI,6720
ST. BRIGITTAS CATHOLIC HOSPITAL,3355520
ST. CAMILLUS MISSION HOSPITAL KARUNGU,1006480
ST. CHRISTOPHER DAMA COMMUNITY CLINIC,44800
ST. CLARES BOLO MISSION HEALTH CENTRE,91840
St. Clare's Kaplong Mission Hospital,726480
ST. CONSOLATA KISUMU HOSPITAL,163520
St. Crispin Afya Hospital,10000
ST. CRISPIN AFYA HOSPITAL LIMITED,89600
ST. DAMIANO MISSION HOSPITAL,946960
ST. ELIZABETH GEKANO HEALTH CENTRE,548000
ST. ELIZABETH HOSPITAL CHIGA,874720
ST. ELIZABETH LWAK MISSION HOSPITAL,20160
ST. ELIZABETH MBAGA HEALTH CENTER,10000
ST. ELIZABETH MISSION HOSPITAL MUKUMU,4900003
ST. ELIZABETH SWINDON CLINIC,47040
ST. FRANCIS COMMUNITY HOSPITAL,3246740
ST. FRANCIS MISSION HOSPITAL-MASIMBA MARKET,400960
St. Helier Health Care Services,24640
ST. HELIER HEALTHCARE SERVICES,304640
St. Jairus,93920
ST. JAMES LIFE CARE HOSPITAL LIMITED,20080
ST. JAMES MEMORIAL MEDICAL CLINIC,262080
St. John Divine Nursing Home,60480
ST. JOHN OF GOD CATHOLIC HOSPITAL TIGANIA,99680
St. John of God Hospital Tigania,258160
ST. JOHN 'S DIVINE NURSING HOME NYERI,2670080
St. John The Baptist - Metaburo,170240
St. John's Hospital Limited Juja,70000
ST. JOHNS HOSPITAL LTD,418340
ST. JOSEPH CATHOLIC HEALTH CENTRE-SIRIMA PAR,10000
St. Joseph's Amukura Mission Health Centre,72720
ST. JOSEPH'S HOSPITAL (NYABONDO),181040
ST. JOSEPHS MISSION HOSPITAL MIGORI,4137680
ST. JOSEPHS NURSING &amp; MATERNITY HOME,124320
ST. JOSEPH'S NURSING AND MATERNITY HOM,117280
ST. JUDE NURSING HOME,2189350
ST. LAWRENCE HOMA BAY HOSPITAL,117600
ST. LEONARDS HOSPITAL,1281280
ST. LEONARDS HOSPITAL LIMITED,3643530
St. Lucia Medical Centre,114240
ST. MARTHAS CHIMOI HEALTH CENTRE,105280
ST. MARTHA'S CHIMOI HEALTH CENTRE,20000
ST. MARY HEALTH SERVICES,4480
ST. MARY'S HOSPITAL (MUMIAS),2410460
ST. MARYS MISSION HOSPITAL,3746320
ST. MARYS MISSION HOSPITAL MUMIAS,1537010
ST. MARYS YALA MISSION DISPENSARY,10000
ST. MATIA MULUMBA HOSPITAL,2128800
ST. MICHAEL NURSING HOME,33600
ST. MONICA HOSPITAL,89600
ST. MONICA TOWN CLINIC,2553040
ST. MONICAH RAPOGI MISSION HEALTH CENTRE,17920
ST. ORSOLA MISSION HOSPITAL,3325519
ST. PATRICK KANAKEMER DISPENSARY,10000
St. Paul's Dawa Medical clinic,741440
ST. RITA HOSPITAL TIMAU,155600
ST. SCHOLASTICA UZIMA HOSPITAL,1137200
ST. TERESA HOSPITAL KIAMBU,498400
ST. TERESA MATERNITY &amp; NURSING HOME -KIKU,134400
ST. THERESA MISSION HOSPITAL KIIRUA,20680356
ST. THOMAS MATERNITY HOSPITAL,1870400
ST. VINCENT DE PAULS HEALTH CENTRE,292320
St.Bridget Hospital-Kiambu,53120
ST.DANIEL COMBONI-LOKORI PHC HEALTH CENTER,1064400
St.Georges Medical Center,143360
ST.JAMES INFIRMARY BUSIA LIMITED,113920
ST.JOHN'S MISSION HOSPITAL SIRENDE,530880
ST.JOSEPH\\'S LOWARENGAK HEALTH CENTRE,85120
ST.MARY GORETTY NYAMONYE MISSION HEALTH CE,50320
st.Newreb Hospital,268800
ST.Pauls Emusonga Medical Centre,697680
ST.TERESA ASANTE NAGOYA DISPENSARY,236240
St.Teresa Hospital Kiambu,33520
ST.THERESA'S MISSION HOSPITAL-KIIRUA,1428110
ST.THOMAS MATERNITY HOSPITAL -FERRY BRANCH,6720
STAR CHILDREN HOSPITAL,582400
STAR GENERAL MEDICAL CENTRE,20160
STAR HOSPITAL KISUMU ANNEX,2101137
Star Hospital Kisumu -Annex,1071840
Star Maternity & Nursing Home,195920
STAR SPECIALIST HOSPITAL LIMITED,890920
Starlight Mti Moja,20000
Starmax Medical Centre,190400
STIRLING MEDICAL CENTRE,285040
SUBA SUB- COUNTY HOSPITAL,221520
Suba Sub-Couty Hospital,527520
Sublime Health Care Limited,820050
SUBRA HEALTHCARE SERVICES,54640
SUBUKIA SUB COUNTY HOSPITAL,90000
SUBUKU DISPENSARY,20000
SUCOS HOSPITAL,1037600
SUGUTA HEALTH CENTRE - KISII,10000
SUHEYLA PHARMACEUTICALS AND MEDICAL CENTR,94080
Sukelaquli Dispensary,160000
Sultan Hamud Sub County Hospital,2336960
SUMMIT MEDICAL CLINIC (NYANSIONGO),971280
SUMMIT MEDICARE (CHEPILAT),465920
SUMMIT MEDICARE LIMITED NYANSIONGO,116480
SUMMIT ORTHOPAEDIC AND SURGICAL HOSPITAL,16800
SUMMIT ORTHOPEDICS AND SURGICAL HOSPITAL L,996800
SUNA NURSING AND MATERNITY HOME,464720
Sunna Health Care Dental Services,33600
Sunrise Evans Hospital,36960
SUNSET NURSING HOME LIMITED,1620560
SUREPOINT MEDICAL,409920
SYDO PLUS HEALTH CARE LIMITED,8960
Sydo Plus Healthcare,658560
SYNERGY CLINICS LIMITED,8696202
Tabaka Mission Hospital,3996490
Tabernacle Medical Clinic,247040
Tahidi Nursing Home,98560
TAHLIL WELLNESS CENTRE,1299200
TAHRIR HEALTHCARE SERVICES LIMITED,1025920
TAKABA FAMILY CARE HOSPITAL,71680
Takaba Nomadic Mobile,20000
TAKABA NURSING HOME LIMITED,8960
Takaba Nursing Home LTD,244160
TAKABA SUB-COUNTY HOSPITAL,90000
TAKAWIRI DISPENSARY,122000
Tala Health Centre,40000
Tamani Medical Center,540960
TAMANI MEDICAL CENTRE LIMITED,215040
Tambach Sub-County Hospital,110480
TAMILESS GRACE NURSING HOME LIMITED,930320
TAMIM MEDICAL CENTRE LTD,147840
TAMKAL DISPENSARY,20000
TAMOUGH HEALTH CENTRE,10000
TAMRIR MEDICAL CENTRE LIMITED,1292480
TAMU HEALTH CENTRE,123680
TANA HOSPITAL,907200
TANA POINT MEDICAL CENTRE,739200
TANA WELLNESS CENTRE LIMITED,547680
TANAJA HOSPITAL LIMITED,356160
Tanaka Nursing Home,1658270
TANAKA NURSING HOME BUSIA,696800
TAQABAL MEDICAL CENTRE LIMITED,246400
Taqwa Nursing Home,2509840
Tarakwa Health centre,4480
Tarama Dispensary,190000
TARAMA NURSING HOME LIMITED,282240
Tassia Kwa Ndege Hospital,10000
Tausa Health Centre,5550
TAVETA DISTRICT HOSPITAL,483210
TAVETA SUB-COUNTY HOSPITAL,2205280
Tawa Sub-County Hospial,278160
TAWA SUB-COUNTY HOSPITAL,319200
TAWFIQ HOSPITAL,5799900
Tawheed Community Nursing Home,1686720
TAWHEED COMMUNITY NURSING HOME MINJILA,554400
TAYIB MEDICAL AND NURSING HOME,1012480
Taysir Medical Centre,1079680
TAYSIR NURSING HOME LIMITED,582400
TAYYIBA MEDICAL CENTRE,3425480
TAZLIM HOSPITAL LIMITED,3030720
TDMP TANGULBEI DISPENSARY,43360
TEGATSUB-COUNTY HOSPITAL,60000
TEI WA YESU HOSPITAL,250720
Temo Health Centre,219520
TENDERCARE HOSPITAL LIMITED,196880
TENWEK HOSPITAL,61259655
TENWEK HOSPITAL-KABOSON DISPENSARY,60000
TERMARY HEALTH CARE NURSING HOME,1142680
TERMARY HEALTHCARE,1516480
TERRASCOPE MEDICAL CENTRE LIMITED,797440
Teso North Sub county Hospital,545680
TEXAS CANCER CENTRE NAIROBI WEST,21271678
TG Dialysis Clinic,31950
Thagana County Medical Centre,625840
THARAKA DISTRICT HOSPITAL,237840
THE AGA KHAN HOSPITAL - KISUMU,8115854
THE AGA KHAN HOSPITAL MOMBASA,13095960
THE AGA KHAN UNIVERSITY HOSPITAL NAIROBI,51246731.26
THE ALASLAND HOSPITAL LTD,3716160
THE ALTAR MEDICAL CENTER KIBIRICHIA,432560
THE AVENUE MEDICAL & DIAGNOSTIC CENTRE MIKIN,502800
THE AVENUE MEDICAL &amp; DIAGNOSTIC CENTRE,449120
THE AVENUE MEDICAL AND DIAGNOSTIC CENTRE,208320
THE BALOZI HOSPITAL LIMITED,168000
THE BILAL HOSPITAL LIMITED,145600
The Caring Imanga Medical Centre,513840
THE CHERANGANY HOSPITAL LIMITED,1780210
THE CLIN-EVE HOSPITAL LIMITED,606880
THE CRITERION HOSPITAL LIMITED,80560
The Dawameds Hospital,1125200
THE DAWAMEDS HOSPITAL LIMITED,285600
THE DERKHALE MEDICAL AND DIAGNOSTIC CENTRE,1837920
THE FORK HOSPITAL KENYA,235200
THE GABANO HOSPITAL,1297760
THE GITUAMBA HOSPITAL,40000
THE GOLDEN HEART HOSPITAL,73920
THE GRAND MTWAPA HOSPITAL LTD,49120
The Great Lakes Medical Centre,540000
THE GYNO SOLUTIONS CENTER LIMITED,525760
The Hamptons Hospital,60480
The Hannexe Medicare Centre,193240
THE HEALCARE HOSPITAL LIMITED,13440
THE HOPE MEDICAL CENTRE AWASI,138880
The Hope Medical Centre-Awasi,944570
THE HOPKINS CRESCENT HOSPITALS LIMITED,5512440
THE JAMBO KIDS NURSING AND MATERNITY HOME,446800
THE JAZAIR MEDICAL CLINIC LIMITED,1238720
THE KAREN HOSPITAL LIMITED,1249920
THE KITUI HOSPITAL,1903440
The Kitui Marternity and Nursing Home,324480
THE LAARE NURSING HOME AND MATERNITY,6720
THE LIFELINE GROUP OF HOSPITALS LIMITED KAHAW,941680
THE LIGHT NAIVASHA DOCTORS PLAZA,3769920
THE MAGADI SODA COMPANY HOSPITAL,547000
THE MAKUENI DOCTORS PLAZA LIMITED,497920
The Makueni Doctors Plaza Ltd,1166590
THE MANDERA HOSPITAL LIMITED,2543520
THE MATER HOSPITAL,9425428
The Matuu Hospital,2013040
THE MATUU HOSPITAL LIMITED,418880
The Modern Liberty Hospital LIMITED,659440
THE MOMBASA HOSPITAL ASSOCIATION,1772210
THE NAIROBI FAMILY AND MATERNITY HOSPITAL,103040
THE NAIROBI HOSPITAL,16264432
The Nairobi Hospital Out-Patient Centre Galeria,161520
THE NAIROBI SOUTH HOSPITAL LTD,7805522
THE NAIROBI WOMEN\'S HOSPITAL KITENGELA,13440
THE NAIROBI WOMEN\'S HOSPITAL NAIVASHA,13440
THE NAIROBI WOMENS HOSPITAL - NAKURU,13440
The Nairobi Women's Hospital (Meru),287600
THE NAIROBI WOMENS HOSPITAL ADAMS,392520
THE NAIROBI WOMENS HOSPITAL -MERU,44800
THE NAIROBI WOMENS HOSPITAL NAKURU CBD,6720
The Nakuru Specialist Hospital,1720800
THE NANYUKI HOSPITAL LTD,4480
THE NASIO TRUST-GEORGE MUDENYO KADIMA MED,33600
THE NOMAD GYNO HOSPITAL,73920
THE NORTH KARSA NURSING HOME LIMITED,2994560
The Pine Hospital,710820
THE PINE HOSPITAL LIMITED,910030
THE POLYCLINIC HOSPITAL,100800
THE QORAHEY NURSING HOME LIMITED,2674560
THE RHAMONIA HOSPITAL LIMITED,311360
THE RHAMU HOSPITAL,831180
THE RHAMU HOSPITAL IMAGING AND DIAGNOSTIC C,1098720
The River Jordan Medical Centre,506560
THE RIVER JORDAN MEDICAL CENTRE LTD,110880
THE ROYAL KINGS MEDICAL CENTER,10000
THE SAGANA COTTAGE HOSPITAL,2571840
The Salwa Hospital Gynaecological Complex,665280
THE SAMARIMED CENTRE,826960
The Samari-Med Centre,555440
The Savannah Hospital Limited,30000
THE SUMMER SPRING NURSING HOME LIMITED,1541120
THE TALA HOSPITAL LIMITED,270240
THE THIKA SAM'S HOSPITAL(ANNEX) LTD,4252320
THE TRANQUIL HOSPITAL LIMITED,11200
The Veteran Mission Hospital,1009100
THE VETERAN MISSION HOSPITALS LIMITED,915580
THE WEBUYE HOSPITAL LIMITED,1789520
THE WHITE CRESCENT HOSPITAL,2441000
The Wilkista Memorial Hospital,10000
THEERE HEALTH CENTRE,30000
THIGIO DISPENSARY,10000
THIKA COUNTY REFERRAL HOSPITAL,9204680
Thika Dialysis Centre Limited,639000
THIKA LEVEL 5 HOSPITAL,2487260
Thika Nursing Home Hospital Ltd,208960
Thika Nursing Homes Ltd,109600
THIRD-WORLD HOSPITAL LIMITED,2408000
TIBUPOA MEDICAL CENTRE,571200
Tigoni Sub County Hospital,590720
TIGONI SUB-COUNTY HOSPITAL,1813420
Timau Sub-District Hospital,30000
TIMBOROA HEALTH CENTRE,90900
Timboroa Health Centre,430000
Timeline Health Care Limited,882560
TIMELINE HEALTHCARE LIMITED,421120
Times Cottage Hospital Limited,244160
Tindereti Dispensary,10000
Tinga Health Centre,135680
Tingare Health Centre,20000
TING'WANGI HEALTH CENTRE,58960
Tionycare Hospital,178080
TOM MBOYA MEMORIAL LEVEL 4 HOSPITAL,376240
TOMBE MEDICARE CENTRE,359520
TONGAREN HEALTH CENTRE,117560
TONYMED MEDICAL CLINIC,170000
Top Care Orthopedic Centre,324800
TOP HILL BRAIN AND SPINE HOSPITAL,18026280
Topcare Medical Center Subukia,130960
Topcare Nursing Home,663760
Tophill Hospital Eldoret,1951560
TORIC\\'S NURSING HOME,131040
Toric's Nursing Home,1206240
Torongo Health Centre,10000
TOROSEI DISPENSARY,80000
Tot Sub County Hospital,149920
Towfiq dispensary,40000
TOWFIQ MEDICARE,922880
TOWHEED MEDICAL CENTRE LIMITED,203840
Township Cottage,931760
TOWNSHIP COTTAGE HOSPITAL LIMITED,268800
Tranquil Hospital Limited,32400
TRANQUIL MEDICAL CENTRE LIMITED (KAREN),6720
TRANS MARIGOLD HOSPITAL,1273600
TRANS NZOIA COUNTY REFERRAL HOSPITAL,10650
Transmara Community Hospital,581200
Transmara West Sub County Hospital,613040
TRANSMARA WEST SUB-COUNTY HOSPITAL,172480
TRAVIS NURSING HOME LIMITED,622720
TRENYA HOSPITAL LIMITED,797440
TRINITY CARE CENTRE LTD,1428000
TRINITY MISSION HOSPITAL LESERU,665840
TRUE HEALTH MEDICAL CENTRE LIMITED,896000
TSANGATSINI DISPENSARY,80000
Tsavo Comprehensive Annex Medical Clinic,358640
TSAVO COMPREHENSIVE MEDICAL ANNEX,368480
Tseikuru Sub County Hospital,294720
TSEIKURU SUB-COUNTY HOSPITAL,338240
Tudor District Hospital (Mombasa),400000
TUDOR HEALTHCARE - MARIAKANI,82880
TUDOR HEALTHCARE - BAMBURI,239360
TUDOR HEALTHCARE - MARIAKANI,202640
TUDOR HEALTHCARE - MTWAPA,219520
TUDOR HEALTHCARE - SINDO,125280
TUDOR HEALTHCARE LTD,763680
TUDOR HEALTHCARE LTD-SINDO,247440
Tuikut Dispensary,137520
Tulah Medical Services,247280
TulaTula Nursing Home,2109760
TULIMANI HEALTH CENTRE,60000
Tulwet Health Centre,50000
TUMAINI AMMENITY MEDICARE CLINIC CHEPTULU,76160
TUMAINI MATERNITY AND NURSING HOME,20160
Tumaini Medical Clinic (Turkana Central),168000
Tumaini Medicare,273120
TUNASH MEDICAL CENTRE,409920
TUNASH MEDICAL CENTRE LIMITED,53760
TURBO SUB-COUNTY HOSPITAL,29300
TURKLAND MEDICAL CARE LIMITED,87360
Tuuru Catholic Health Centre,698400
UASIN GISHU DISTRICT HOSPITAL,497500
UASIN GISHU SUB-COUNTY HOSPITAL,12100
UCHUMI MEDICAL CENTRE LIMITED,427840
Ugina Health Centre,186960
Ugweri Disp,30000
Uhuyi Dispensary,10000
UJAMAA LIKONI NURSING HOME USENGE,17920
UKIA DISPENSARY,10000
Ukwala Sub County Hospital,286900
UKWALA SUB-COUNTY HOSPITAL,31880
Uloma Dispensary,10000
ULTRA DIAGNOSTIC CENTER (UDC) LIMITED,744100
ULTRA KATHIANI HOSPITAL LIMITED,164640
ULTRA KATHIANI HOSPITAL LIMITED-MITABONI,228480
UMEYMA NURSING HOME LIMITED,1917440
UMI MEDICAL CENTRE LIMITED,192640
Umoja Hospital,47040
Umoja III Medical Centre(Njiru),17920
UNGOE COMMUNITY MEDICAL AND DENTAL CLINIC,127680
Unison Medical Clinic,382800
Universal Family Health Services( Machakos),376890
UNIVERSAL FAMILY HEALTH SERVICES.,934830
UPLANDS PLANET MEDICAL CENTRE,10000
UPPER SOLAI HEALTH CENTRE,110000
Uradi Health Centre,56000
Urenga Health Centre,42240
URILE CITY MEDICAL CENTER LIMITED,1052640
URIRI DISPENSARY,30000
URIRI SUB COUNTY HOSPITAL,60000
Urum Dispensary,430000
Usao Health Centre,165280
USENGE DISPENSARY,20000
Ushirika Elite Hospital Limited,172480
USIGU HEALTH CENTRE,154640
Usubey Dispensary,160000
UTANGWA DISPENSARY,10000
UTHIRU MUTHUA HEALTH CENTRE,50000
Utra Kathiani Hospital,1225440
UTWIINI DISPENSARY,20000
Uyawi Sub County Hospital,166720
Uzima Uhai Health Centre,621280
Uzuri Afya Medical Centre,190400
Valley Hospital Limited,40320
Valleysprings Health care,149100
Vebeneza Medical Clinic,571040
Velma Memorial Medical Centre,756000
Verna Health Centre,4480
Vesi Githabai Nursing Home Limited,200400
VIENNA MEDICAL SERVICE,648640
Vigurungani Dispensary,60000
VIHIGA COUNTY REFERRAL HOSPITAL,9529620
Vihiga Health Centre,120000
VIKAM HOSPITAL MASENO LTD,530880
Village of Hope,184240
Vineyard Hospital,1125600
VIPINGO HEALTH CENTRE,60000
Virhembe Nursing Home,299680
VISHAKANI DISPENSARY,100000
VITAL VALLEY HOSPITAL,1220800
Vitalray Health Solutions LTD,491341
VITALS24 HOSPITAL LIMITED,210560
Viwa healthcare services,14700
V-JOINT MEDICAL CENTRE LIMITED,584640
Volunteer Nursing Home ;Limited,40320
